,year,product,source,target,value
28957,2023,Silver,Brazil,Uruguay,22527.0
28958,2023,Silver,Bulgaria,Austria,25874.44
28959,2023,Silver,Bulgaria,Belize,529.584
28960,2023,Silver,Bulgaria,Czechia,4172620.805
28961,2023,Silver,Bulgaria,Estonia,12694863.465
28962,2023,Silver,Bulgaria,Germany,524426.465
28963,2023,Silver,Bulgaria,Italy,6464815.044
28964,2023,Silver,Bulgaria,Romania,11838.803
28965,2023,Silver,Bulgaria,Serbia,1904.955
28966,2023,Silver,Bulgaria,Slovakia,41746.485
28967,2023,Silver,Bulgaria,Spain,60.255
28968,2023,Silver,Bulgaria,Switzerland,1011.074
28969,2023,Silver,Bulgaria,Türkiye,45716.154
28970,2023,Silver,Bulgaria,USA,24284.582
28971,2023,Silver,Azerbaijan,Switzerland,2068666.44
28972,2023,Silver,Azerbaijan,United Arab Emirates,38000.0
28973,2023,Silver,Bosnia Herzegovina,Austria,1809.988
28974,2023,Silver,Bosnia Herzegovina,Croatia,10977.958
28975,2023,Silver,Bulgaria,Belize,529.584
28976,2023,Silver,Bulgaria,Serbia,1904.955
28977,2023,Silver,Bulgaria,Switzerland,1011.074
28978,2023,Silver,Bulgaria,Türkiye,45716.154
28979,2023,Silver,Bulgaria,USA,24284.582
28980,2023,Silver,Bosnia Herzegovina,Austria,9258.624
28981,2023,Silver,Bulgaria,Austria,25874.44
28982,2023,Silver,Bulgaria,Czechia,4172620.805
28983,2023,Silver,Bulgaria,Estonia,12694863.465
28984,2023,Silver,Bulgaria,Germany,524426.465
28985,2023,Silver,Bulgaria,Italy,6464815.044
28986,2023,Silver,Bulgaria,Romania,11838.803
28987,2023,Silver,Bulgaria,Slovakia,41746.485
28988,2023,Silver,Bulgaria,Spain,60.255
28989,2023,Silver,Canada,Argentina,7245.675
28990,2023,Silver,Canada,Australia,805727.116
28991,2023,Silver,Canada,Austria,82112.964
28992,2023,Silver,Canada,Belgium,1364.537
28993,2023,Silver,Canada,Brazil,41969.507
28994,2023,Silver,Canada,Cayman Isds,539.296
28995,2023,Silver,Canada,Chile,1076.369
28996,2023,Silver,Canada,China,339772.622
28997,2023,Silver,Canada,Cuba,37335.86
28998,2023,Silver,Canada,Denmark,873.392
28999,2023,Silver,Canada,Finland,599.3
29000,2023,Silver,Canada,France,89059.36
29001,2023,Silver,Canada,Germany,29430027.824
29002,2023,Silver,Canada,Ghana,3287.63
29003,2023,Silver,Canada,Greece,2064.584
29004,2023,Silver,Canada,Guyana,1124.521
29005,2023,Silver,Canada,Ireland,2705.368
29006,2023,Silver,Canada,Israel,1139.336
29007,2023,Silver,Canada,Japan,1211.934
29008,2023,Silver,Canada,Rep. of Korea,7271.603
29009,2023,Silver,Canada,Malaysia,234777.369
29010,2023,Silver,Canada,Mali,11488.185
29011,2023,Silver,Canada,Mexico,16541.119
29012,2023,Silver,Canada,Netherlands,1054.145
29013,2023,Silver,Canada,New Zealand,3752.847
29014,2023,Silver,Canada,Panama,70398.097
29015,2023,Silver,Canada,Philippines,10618.496
29016,2023,Silver,Canada,Poland,2683041.561
29017,2023,Silver,Canada,Portugal,197.05
29018,2023,Silver,Canada,India,141217.704
29019,2023,Silver,Canada,Singapore,120686.685
29020,2023,Silver,Canada,Viet Nam,58295.797
29021,2023,Silver,Canada,Spain,317.058
29022,2023,Silver,Canada,Suriname,3415.787
29023,2023,Silver,Canada,Sweden,280309.339
29024,2023,Silver,Canada,Switzerland,17767249.716
29025,2023,Silver,Canada,Thailand,2369.79
29026,2023,Silver,Canada,United Arab Emirates,36597.291
29027,2023,Silver,Canada,United Kingdom,2643312.947
29028,2023,Silver,Canada,United Rep. of Tanzania,1974.948
29029,2023,Silver,Canada,USA,1150653158.682
29030,2023,Silver,Canada,Zambia,1292.68
29031,2023,Silver,Sri Lanka,Germany,5384.707
29032,2023,Silver,Sri Lanka,Netherlands,645.119
29033,2023,Silver,Sri Lanka,United Kingdom,1733.878
29034,2023,Silver,Chile,Argentina,349571.86
29035,2023,Silver,Chile,Bolivia (Plurinational State of),5707.39
29036,2023,Silver,Chile,Canada,140442571.879
29037,2023,Silver,Chile,Costa Rica,32939.08
29038,2023,Silver,Chile,Ecuador,243859.84
29039,2023,Silver,Chile,Italy,5320.712
29040,2023,Silver,Chile,Peru,28658.03
29041,2023,Silver,Chile,Switzerland,138828114.459
29042,2023,Silver,Chile,USA,226110955.327
29043,2023,Silver,Chile,Uruguay,15990.78
29044,2023,Silver,China,Australia,1519012.0
29045,2023,Silver,China,Canada,1369307.0
29046,2023,Silver,China,Germany,1098375.0
29047,2023,Silver,China,"China, Hong Kong SAR",3024594833.0
29048,2023,Silver,China,Indonesia,456217.0
29049,2023,Silver,China,Iran,106589.0
29050,2023,Silver,China,Italy,211423.0
29051,2023,Silver,China,Japan,2622267.0
29052,2023,Silver,China,Rep. of Korea,2763.0
29053,2023,Silver,China,Malaysia,228525.0
29054,2023,Silver,China,Romania,80100.0
29055,2023,Silver,China,Russian Federation,49208.0
29056,2023,Silver,China,Serbia,2250.0
29057,2023,Silver,China,India,665168.0
29058,2023,Silver,China,Singapore,14378570.0
29059,2023,Silver,China,Slovakia,89270.0
29060,2023,Silver,China,Viet Nam,162894.0
29061,2023,Silver,China,Slovenia,494195.0
29062,2023,Silver,China,Spain,310732.0
29063,2023,Silver,China,Switzerland,143998.0
29064,2023,Silver,China,United Kingdom,509387.0
29065,2023,Silver,China,USA,156833.0
29066,2023,Silver,Colombia,Chile,445000.0
29067,2023,Silver,Colombia,Italy,177987.45
29068,2023,Silver,Colombia,United Arab Emirates,11815.6
29069,2023,Silver,Colombia,Türkiye,2875.59
29070,2023,Silver,Colombia,United Kingdom,13906.16
29071,2023,Silver,Colombia,USA,5972584.62
29072,2023,Silver,Colombia,Uruguay,129470.0
29073,2023,Silver,Costa Rica,Honduras,1000.0
29074,2023,Silver,Costa Rica,Nicaragua,382.8
29075,2023,Silver,Costa Rica,Panama,20000.0
29076,2023,Silver,Costa Rica,USA,130506.51
29077,2023,Silver,Croatia,Austria,4349.0
29078,2023,Silver,Croatia,Bosnia Herzegovina,349.0
29079,2023,Silver,Croatia,Czechia,277.0
29080,2023,Silver,Croatia,Germany,43655.0
29081,2023,Silver,Croatia,Italy,115332.0
29082,2023,Silver,Croatia,Serbia,33771.0
29083,2023,Silver,Croatia,Slovenia,27219.0
29084,2023,Silver,Cyprus,United Kingdom,164799.394
29085,2023,Silver,Czechia,Austria,961388.0
29086,2023,Silver,Czechia,Belgium,66865.0
29087,2023,Silver,Czechia,Bulgaria,757947.0
29088,2023,Silver,Czechia,Croatia,23982.0
29089,2023,Silver,Czechia,Cyprus,6295.0
29090,2023,Silver,Czechia,Denmark,1220.0
29091,2023,Silver,Czechia,Estonia,685874.0
29092,2023,Silver,Czechia,Finland,40535.0
29093,2023,Silver,Czechia,France,24607066.0
29094,2023,Silver,Czechia,Germany,3942649.0
29095,2023,Silver,Czechia,Greece,196.0
29096,2023,Silver,Czechia,Hungary,54123.0
29097,2023,Silver,Czechia,Italy,2176499.0
29098,2023,Silver,Czechia,Japan,9198.0
29099,2023,Silver,Czechia,Maldives,138.0
29100,2023,Silver,Czechia,Mexico,434.0
29101,2023,Silver,Czechia,Netherlands,484673.0
29102,2023,Silver,Czechia,Poland,667943.0
29103,2023,Silver,Czechia,Romania,415413.0
29104,2023,Silver,Czechia,Serbia,72875.0
29105,2023,Silver,Czechia,Singapore,763798.0
29106,2023,Silver,Czechia,Slovakia,1911873.0
29107,2023,Silver,Czechia,Viet Nam,25390.0
29108,2023,Silver,Czechia,Slovenia,1230.0
29109,2023,Silver,Czechia,Spain,16531.0
29110,2023,Silver,Czechia,Sweden,9696.0
29111,2023,Silver,Czechia,Switzerland,3086721.0
29112,2023,Silver,Czechia,Türkiye,3446.0
29113,2023,Silver,Czechia,United Kingdom,79733.0
29114,2023,Silver,Czechia,USA,1454552.0
29115,2023,Silver,Denmark,Austria,4.064
29116,2023,Silver,Denmark,Bahrain,98.263
29117,2023,Silver,Denmark,China,106425.634
29118,2023,Silver,Denmark,Czechia,58.493
29119,2023,Silver,Denmark,Estonia,13128.868
29120,2023,Silver,Denmark,Faroe Isds,209763.617
29121,2023,Silver,Denmark,Finland,8834.343
29122,2023,Silver,Denmark,Germany,949818.027
29123,2023,Silver,Denmark,Greenland,88.248
29124,2023,Silver,Denmark,"China, Hong Kong SAR",11977.585
29125,2023,Silver,Denmark,Hungary,129587.156
29126,2023,Silver,Denmark,Iceland,25150.577
29127,2023,Silver,Denmark,Ireland,60946.895
29128,2023,Silver,Denmark,Italy,84339.341
29129,2023,Silver,Denmark,Rep. of Korea,2477.32
29130,2023,Silver,Denmark,Mexico,884355.988
29131,2023,Silver,Denmark,Netherlands,4.064
29132,2023,Silver,Denmark,Norway,283207.713
29133,2023,Silver,Denmark,Philippines,13596.087
29134,2023,Silver,Denmark,Poland,360592.037
29135,2023,Silver,Denmark,Romania,3303.916
29136,2023,Silver,Denmark,Saudi Arabia,2443.066
29137,2023,Silver,Denmark,India,1964.816
29138,2023,Silver,Denmark,Singapore,4511.225
29139,2023,Silver,Denmark,Slovakia,4506.58
29140,2023,Silver,Denmark,Slovenia,101.456
29141,2023,Silver,Denmark,Sweden,747610.033
29142,2023,Silver,Denmark,Switzerland,3374.166
29143,2023,Silver,Denmark,Thailand,26206.645
29144,2023,Silver,Denmark,United Arab Emirates,1790.063
29145,2023,Silver,Denmark,United Kingdom,157712.752
29146,2023,Silver,Denmark,USA,1323.569
29147,2023,Silver,Dominican Rep.,Haiti,13830.502
29148,2023,Silver,Dominican Rep.,United Arab Emirates,7449.9
29149,2023,Silver,Dominican Rep.,United Kingdom,2425.0
29150,2023,Silver,Dominican Rep.,USA,734366.87
29151,2023,Silver,Cyprus,United Kingdom,164799.394
29152,2023,Silver,Ecuador,India,148973.7
29153,2023,Silver,Ecuador,USA,20390.7
29154,2023,Silver,El Salvador,Czechia,6940.0
29155,2023,Silver,El Salvador,Guatemala,251.0
29156,2023,Silver,El Salvador,Honduras,319.0
29157,2023,Silver,El Salvador,USA,300.0
29158,2023,Silver,Estonia,Brazil,1647.83
29159,2023,Silver,Estonia,Bulgaria,421083.89
29160,2023,Silver,Estonia,Canada,5.73
29161,2023,Silver,Estonia,China,85.29
29162,2023,Silver,Estonia,Denmark,26951.98
29163,2023,Silver,Estonia,Finland,10893.83
29164,2023,Silver,Estonia,Hungary,24.59
29165,2023,Silver,Estonia,Latvia,171752.64
29166,2023,Silver,Estonia,Lithuania,60.5
29167,2023,Silver,Estonia,Poland,34629.98
29168,2023,Silver,Estonia,Romania,21414.69
29169,2023,Silver,Estonia,Sweden,185291.94
29170,2023,Silver,Estonia,Switzerland,2733642.78
29171,2023,Silver,Estonia,United Kingdom,2269805.62
29172,2023,Silver,Estonia,USA,23962.55
29173,2023,Silver,Estonia,Uzbekistan,17080.71
29174,2023,Silver,Fiji,Australia,421153.043
29175,2023,Silver,Finland,Estonia,793440.32
29176,2023,Silver,Finland,Germany,1667683.843
29177,2023,Silver,Finland,Iceland,118112.378
29178,2023,Silver,Finland,Mexico,1.081
29179,2023,Silver,Finland,Norway,33629.617
29180,2023,Silver,Finland,Singapore,254.098
29181,2023,Silver,Finland,Sweden,105.964
29182,2023,Silver,Finland,Switzerland,3595.218
29183,2023,Silver,Finland,Türkiye,8.65
29184,2023,Silver,Finland,United Kingdom,289.78
29185,2023,Silver,Finland,USA,3462.222
29186,2023,Silver,France,Algeria,4973544.791
29187,2023,Silver,France,Andorra,3948.793
29188,2023,Silver,France,Australia,25439.007
29189,2023,Silver,France,Austria,2760723.154
29190,2023,Silver,France,Belgium,2243585.892
29191,2023,Silver,France,Bolivia (Plurinational State of),4653.78
29192,2023,Silver,France,Bosnia Herzegovina,4845.165
29193,2023,Silver,France,Brazil,77118.241
29194,2023,Silver,France,Bulgaria,845.552
29195,2023,Silver,France,Cameroon,1709.486
29196,2023,Silver,France,Canada,1896595.979
29197,2023,Silver,France,Chile,2667.49
29198,2023,Silver,France,China,7678848.602
29199,2023,Silver,France,Colombia,709.312
29200,2023,Silver,France,Congo,2287.964
29201,2023,Silver,France,Czechia,2752883.956
29202,2023,Silver,France,Denmark,133899.981
29203,2023,Silver,France,Ethiopia,297.349
29204,2023,Silver,France,Estonia,1750.574
29205,2023,Silver,France,Finland,513241.451
29206,2023,Silver,France,French Polynesia,2968.082
29207,2023,Silver,France,Gabon,5608.54
29208,2023,Silver,France,Germany,13440365.737
29209,2023,Silver,France,Greece,21132.314
29210,2023,Silver,France,"China, Hong Kong SAR",85645.125
29211,2023,Silver,France,Hungary,114852.353
29212,2023,Silver,France,Indonesia,9432.987
29213,2023,Silver,France,Ireland,369617.621
29214,2023,Silver,France,Israel,29879.777
29215,2023,Silver,France,Italy,27907082.462
29216,2023,Silver,France,Côte d'Ivoire,58991.853
29217,2023,Silver,France,Japan,59217.839
29218,2023,Silver,France,Kazakhstan,10037.417
29219,2023,Silver,France,Rep. of Korea,2669478.139
29220,2023,Silver,France,Lebanon,119139.583
29221,2023,Silver,France,Latvia,2561.525
29222,2023,Silver,France,Libya,13302.848
29223,2023,Silver,France,Lithuania,7462.916
29224,2023,Silver,France,Luxembourg,32773.252
29225,2023,Silver,France,Madagascar,896.372
29226,2023,Silver,France,Malaysia,332963.696
29227,2023,Silver,France,Maldives,179.491
29228,2023,Silver,France,Mali,274010.769
29229,2023,Silver,France,Malta,2286.883
29230,2023,Silver,France,Mauritania,790.407
29231,2023,Silver,France,Mauritius,63679.153
29232,2023,Silver,France,Mexico,2685278.717
29233,2023,Silver,France,Morocco,732737.899
29234,2023,Silver,France,Netherlands,5390878.796
29235,2023,Silver,France,Saint Maarten,33.519
29236,2023,Silver,France,New Caledonia,8226.292
29237,2023,Silver,France,New Zealand,243.285
29238,2023,Silver,France,Norway,11204.105
29239,2023,Silver,France,Pakistan,6677.915
29240,2023,Silver,France,Poland,1907140.511
29241,2023,Silver,France,Portugal,563011.164
29242,2023,Silver,France,Qatar,15071.803
29243,2023,Silver,France,Romania,22203.851
29244,2023,Silver,France,Saudi Arabia,17876.614
29245,2023,Silver,France,India,866826.021
29246,2023,Silver,France,Singapore,121173.449
29247,2023,Silver,France,Slovakia,1335.367
29248,2023,Silver,France,Viet Nam,144022.818
29249,2023,Silver,France,Slovenia,275712.685
29250,2023,Silver,France,South Africa,299407.606
29251,2023,Silver,France,Zimbabwe,20380.832
29252,2023,Silver,France,Spain,28616250.868
29253,2023,Silver,France,Sweden,509155.337
29254,2023,Silver,France,Switzerland,8393435.246
29255,2023,Silver,France,Thailand,310571.704
29256,2023,Silver,France,United Arab Emirates,6896.331
29257,2023,Silver,France,Tunisia,2025463.736
29258,2023,Silver,France,Türkiye,885619.551
29259,2023,Silver,France,Egypt,16867.79
29260,2023,Silver,France,United Kingdom,4511791.189
29261,2023,Silver,France,USA,2482427.317
29262,2023,Silver,Georgia,Türkiye,113280.0
29263,2023,Silver,Estonia,Brazil,1647.83
29264,2023,Silver,Estonia,Bulgaria,421083.89
29265,2023,Silver,Estonia,Canada,5.73
29266,2023,Silver,Estonia,China,85.29
29267,2023,Silver,Estonia,Denmark,26951.98
29268,2023,Silver,Estonia,Finland,10893.83
29269,2023,Silver,Estonia,Hungary,24.59
29270,2023,Silver,Estonia,Latvia,171752.64
29271,2023,Silver,Estonia,Lithuania,60.5
29272,2023,Silver,Estonia,Poland,34629.98
29273,2023,Silver,Estonia,Romania,21414.69
29274,2023,Silver,Estonia,Sweden,185291.94
29275,2023,Silver,Estonia,Switzerland,2733642.78
29276,2023,Silver,Estonia,United Kingdom,2269805.62
29277,2023,Silver,Estonia,USA,23962.55
29278,2023,Silver,Estonia,Uzbekistan,17080.71
29279,2023,Silver,Germany,Albania,2481.535
29280,2023,Silver,Germany,Andorra,3995.969
29281,2023,Silver,Germany,Azerbaijan,18709.638
29282,2023,Silver,Germany,Argentina,275745.832
29283,2023,Silver,Germany,Australia,1220709.04
29284,2023,Silver,Germany,Austria,98882169.617
29285,2023,Silver,Germany,Bahrain,1744.488
29286,2023,Silver,Germany,Armenia,52065.347
29287,2023,Silver,Germany,Belgium,9109740.314
29288,2023,Silver,Germany,Bosnia Herzegovina,129360.358
29289,2023,Silver,Germany,Brazil,1184269.948
29290,2023,Silver,Germany,Brunei Darussalam,2932.921
29291,2023,Silver,Germany,Bulgaria,1844070.357
29292,2023,Silver,Germany,Canada,283967799.279
29293,2023,Silver,Germany,Sri Lanka,335099.87
29294,2023,Silver,Germany,Chile,2456.458
29295,2023,Silver,Germany,China,7286552.574
29296,2023,Silver,Germany,Colombia,212626.971
29297,2023,Silver,Germany,Costa Rica,113342.683
29298,2023,Silver,Germany,Croatia,1857934.678
29299,2023,Silver,Germany,Cuba,82221.01
29300,2023,Silver,Germany,Cyprus,1173.168
29301,2023,Silver,Germany,Czechia,29413569.502
29302,2023,Silver,Germany,Denmark,3168059.653
29303,2023,Silver,Germany,Estonia,99358.428
29304,2023,Silver,Germany,Finland,1987991.741
29305,2023,Silver,Germany,France,152156240.012
29306,2023,Silver,Germany,State of Palestine,1155.724
29307,2023,Silver,Germany,Ghana,10072.24
29308,2023,Silver,Germany,Gibraltar,18861.191
29309,2023,Silver,Germany,Greece,8235939.151
29310,2023,Silver,Germany,"China, Hong Kong SAR",435490.817
29311,2023,Silver,Germany,Hungary,20088945.285
29312,2023,Silver,Germany,Iceland,37475.972
29313,2023,Silver,Germany,Indonesia,2567806.266
29314,2023,Silver,Germany,Iran,5.452
29315,2023,Silver,Germany,Iraq,3087.744
29316,2023,Silver,Germany,Ireland,753765.097
29317,2023,Silver,Germany,Israel,3386147.962
29318,2023,Silver,Germany,Italy,20335.283
29319,2023,Silver,Germany,Japan,4971320.974
29320,2023,Silver,Germany,Kazakhstan,33960.828
29321,2023,Silver,Germany,Jordan,2455.367
29322,2023,Silver,Germany,Kenya,1361.791
29323,2023,Silver,Germany,Rep. of Korea,3356434.963
29324,2023,Silver,Germany,Kuwait,6438.253
29325,2023,Silver,Germany,Lebanon,256585.898
29326,2023,Silver,Germany,Latvia,221612.176
29327,2023,Silver,Germany,Lithuania,2177737.566
29328,2023,Silver,Germany,Luxembourg,898715.729
29329,2023,Silver,Germany,Malaysia,1803996.187
29330,2023,Silver,Germany,Malta,980367.6
29331,2023,Silver,Germany,Mauritius,1085611.496
29332,2023,Silver,Germany,Mexico,451129.066
29333,2023,Silver,Germany,Mongolia,2481.535
29334,2023,Silver,Germany,Rep. of Moldova,322.73
29335,2023,Silver,Germany,Morocco,73855.098
29336,2023,Silver,Germany,Namibia,1158.994
29337,2023,Silver,Germany,Netherlands,87732.503
29338,2023,Silver,Germany,New Zealand,787468.613
29339,2023,Silver,Germany,Nigeria,54951.385
29340,2023,Silver,Germany,Norway,1968252.855
29341,2023,Silver,Germany,Pakistan,28544.192
29342,2023,Silver,Germany,Peru,16038.39
29343,2023,Silver,Germany,Philippines,577229.411
29344,2023,Silver,Germany,Poland,21128105.416
29345,2023,Silver,Germany,Portugal,8695886.605
29346,2023,Silver,Germany,Qatar,65803.193
29347,2023,Silver,Germany,Romania,25561132.87
29348,2023,Silver,Germany,Russian Federation,15705.847
29349,2023,Silver,Germany,Saudi Arabia,303161.558
29350,2023,Silver,Germany,Serbia,1547359.044
29351,2023,Silver,Germany,India,23374485.33
29352,2023,Silver,Germany,Singapore,5598420.947
29353,2023,Silver,Germany,Slovakia,6490554.504
29354,2023,Silver,Germany,Viet Nam,1875363.208
29355,2023,Silver,Germany,Slovenia,2423670.091
29356,2023,Silver,Germany,South Africa,1231966.442
29357,2023,Silver,Germany,Spain,78587326.725
29358,2023,Silver,Germany,Sweden,6154042.688
29359,2023,Silver,Germany,Switzerland,203603236.82
29360,2023,Silver,Germany,Thailand,78353753.901
29361,2023,Silver,Germany,United Arab Emirates,281150.476
29362,2023,Silver,Germany,Tunisia,87102.307
29363,2023,Silver,Germany,Türkiye,34668519.215
29364,2023,Silver,Germany,North Macedonia,1403045.15
29365,2023,Silver,Germany,Egypt,5597.627
29366,2023,Silver,Germany,United Kingdom,254179970.503
29367,2023,Silver,Germany,USA,203923064.784
29368,2023,Silver,Ghana,Rep. of Korea,4723685.352
29369,2023,Silver,Greece,China,380.607
29370,2023,Silver,Greece,Cyprus,64198.162
29371,2023,Silver,Greece,Czechia,130.834
29372,2023,Silver,Greece,Denmark,384.932
29373,2023,Silver,Greece,Germany,409770.531
29374,2023,Silver,Greece,Italy,4768.395
29375,2023,Silver,Greece,Netherlands,431.426
29376,2023,Silver,Greece,Marshall Isds,190.303
29377,2023,Silver,Greece,Romania,6.488
29378,2023,Silver,Greece,United Arab Emirates,66053.619
29379,2023,Silver,Greece,Türkiye,2205235.457
29380,2023,Silver,Guatemala,Belize,598.0
29381,2023,Silver,Guatemala,Dominican Rep.,937.0
29382,2023,Silver,Guatemala,Honduras,2585.0
29383,2023,Silver,Guatemala,Nicaragua,497.0
29384,2023,Silver,Guatemala,USA,7315.0
29385,2023,Silver,Honduras,USA,481601.4
29386,2023,Silver,"China, Hong Kong SAR",Australia,138189289.206
29387,2023,Silver,"China, Hong Kong SAR",Armenia,6506.221
29388,2023,Silver,"China, Hong Kong SAR",Belgium,25746.835
29389,2023,Silver,"China, Hong Kong SAR",Brunei Darussalam,145.985
29390,2023,Silver,"China, Hong Kong SAR",Myanmar,16593.73
29391,2023,Silver,"China, Hong Kong SAR",Cambodia,38851.618
29392,2023,Silver,"China, Hong Kong SAR",Canada,103765354.625
29393,2023,Silver,"China, Hong Kong SAR",Sri Lanka,178741.047
29394,2023,Silver,"China, Hong Kong SAR",China,110078360.445
29395,2023,Silver,"China, Hong Kong SAR",Czechia,136.023
29396,2023,Silver,"China, Hong Kong SAR",France,9443.414
29397,2023,Silver,"China, Hong Kong SAR",Germany,18505.709
29398,2023,Silver,"China, Hong Kong SAR",Indonesia,172940.483
29399,2023,Silver,"China, Hong Kong SAR",Ireland,266.681
29400,2023,Silver,"China, Hong Kong SAR",Israel,28618.252
29401,2023,Silver,"China, Hong Kong SAR",Italy,55789301.45
29402,2023,Silver,"China, Hong Kong SAR",Japan,46291339.867
29403,2023,Silver,"China, Hong Kong SAR",Rep. of Korea,230745.216
29404,2023,Silver,"China, Hong Kong SAR",Kuwait,1295.982
29405,2023,Silver,"China, Hong Kong SAR",Lebanon,1512.852
29406,2023,Silver,"China, Hong Kong SAR","China, Macao SAR",11611.345
29407,2023,Silver,"China, Hong Kong SAR",Malaysia,3542140.523
29408,2023,Silver,"China, Hong Kong SAR",Nepal,22505541.015
29409,2023,Silver,"China, Hong Kong SAR",New Zealand,139626.196
29410,2023,Silver,"China, Hong Kong SAR",Niger,59898.969
29411,2023,Silver,"China, Hong Kong SAR",Norway,17151.742
29412,2023,Silver,"China, Hong Kong SAR",Peru,361.96
29413,2023,Silver,"China, Hong Kong SAR",Philippines,12166.803
29414,2023,Silver,"China, Hong Kong SAR",Poland,3540.546
29415,2023,Silver,"China, Hong Kong SAR",Qatar,31.675
29416,2023,Silver,"China, Hong Kong SAR",Russian Federation,104965.988
29417,2023,Silver,"China, Hong Kong SAR",Saudi Arabia,233.729
29418,2023,Silver,"China, Hong Kong SAR",India,814724484.126
29419,2023,Silver,"China, Hong Kong SAR",Singapore,45482996.132
29420,2023,Silver,"China, Hong Kong SAR",Viet Nam,5373985.151
29421,2023,Silver,"China, Hong Kong SAR",South Africa,385767.377
29422,2023,Silver,"China, Hong Kong SAR",Switzerland,326934359.138
29423,2023,Silver,"China, Hong Kong SAR",Thailand,221379881.439
29424,2023,Silver,"China, Hong Kong SAR",United Arab Emirates,134350611.72
29425,2023,Silver,"China, Hong Kong SAR",Türkiye,118183213.748
29426,2023,Silver,"China, Hong Kong SAR",United Kingdom,1540378722.098
29427,2023,Silver,"China, Hong Kong SAR",USA,451927311.241
29428,2023,Silver,Germany,Albania,2481.535
29429,2023,Silver,Germany,Andorra,3995.969
29430,2023,Silver,Germany,Azerbaijan,18709.638
29431,2023,Silver,Germany,Argentina,275745.832
29432,2023,Silver,Germany,Australia,1220709.04
29433,2023,Silver,Germany,Austria,98882169.617
29434,2023,Silver,Germany,Bahrain,1744.488
29435,2023,Silver,Germany,Armenia,52065.347
29436,2023,Silver,Germany,Belgium,9109740.314
29437,2023,Silver,Germany,Bosnia Herzegovina,129360.358
29438,2023,Silver,Germany,Brazil,1184269.948
29439,2023,Silver,Germany,Brunei Darussalam,2932.921
29440,2023,Silver,Germany,Bulgaria,1844070.357
29441,2023,Silver,Germany,Canada,283967799.279
29442,2023,Silver,Germany,Sri Lanka,335099.87
29443,2023,Silver,Germany,Chile,2456.458
29444,2023,Silver,Germany,China,7286552.574
29445,2023,Silver,Germany,Colombia,212626.971
29446,2023,Silver,Germany,Costa Rica,113342.683
29447,2023,Silver,Germany,Croatia,1857934.678
29448,2023,Silver,Germany,Cuba,82221.01
29449,2023,Silver,Germany,Cyprus,1173.168
29450,2023,Silver,Germany,Czechia,29413569.502
29451,2023,Silver,Germany,Denmark,3168059.653
29452,2023,Silver,Germany,Estonia,99358.428
29453,2023,Silver,Germany,Finland,1987991.741
29454,2023,Silver,Germany,France,152156240.012
29455,2023,Silver,Germany,State of Palestine,1155.724
29456,2023,Silver,Germany,Ghana,10072.24
29457,2023,Silver,Germany,Gibraltar,18861.191
29458,2023,Silver,Germany,Greece,8235939.151
29459,2023,Silver,Germany,"China, Hong Kong SAR",435490.817
29460,2023,Silver,Germany,Hungary,20088945.285
29461,2023,Silver,Germany,Iceland,37475.972
29462,2023,Silver,Germany,Indonesia,2567806.266
29463,2023,Silver,Germany,Iran,5.452
29464,2023,Silver,Germany,Iraq,3087.744
29465,2023,Silver,Germany,Ireland,753765.097
29466,2023,Silver,Germany,Israel,3386147.962
29467,2023,Silver,Germany,Italy,20335.283
29468,2023,Silver,Germany,Japan,4971320.974
29469,2023,Silver,Germany,Kazakhstan,33960.828
29470,2023,Silver,Germany,Jordan,2455.367
29471,2023,Silver,Germany,Kenya,1361.791
29472,2023,Silver,Germany,Rep. of Korea,3356434.963
29473,2023,Silver,Germany,Kuwait,6438.253
29474,2023,Silver,Germany,Lebanon,256585.898
29475,2023,Silver,Germany,Latvia,221612.176
29476,2023,Silver,Germany,Lithuania,2177737.566
29477,2023,Silver,Germany,Luxembourg,898715.729
29478,2023,Silver,Germany,Malaysia,1803996.187
29479,2023,Silver,Germany,Malta,980367.6
29480,2023,Silver,Germany,Mauritius,1085611.496
29481,2023,Silver,Germany,Mexico,451129.066
29482,2023,Silver,Germany,Mongolia,2481.535
29483,2023,Silver,Germany,Rep. of Moldova,322.73
29484,2023,Silver,Germany,Morocco,73855.098
29485,2023,Silver,Germany,Namibia,1158.994
29486,2023,Silver,Germany,Netherlands,87732.503
29487,2023,Silver,Germany,New Zealand,787468.613
29488,2023,Silver,Germany,Nigeria,54951.385
29489,2023,Silver,Germany,Norway,1968252.855
29490,2023,Silver,Germany,Pakistan,28544.192
29491,2023,Silver,Germany,Peru,16038.39
29492,2023,Silver,Germany,Philippines,577229.411
29493,2023,Silver,Germany,Poland,21128105.416
29494,2023,Silver,Germany,Portugal,8695886.605
29495,2023,Silver,Germany,Qatar,65803.193
29496,2023,Silver,Germany,Romania,25561132.87
29497,2023,Silver,Germany,Russian Federation,15705.847
29498,2023,Silver,Germany,Saudi Arabia,303161.558
29499,2023,Silver,Germany,Serbia,1547359.044
29500,2023,Silver,Germany,India,23374485.33
29501,2023,Silver,Germany,Singapore,5598420.947
29502,2023,Silver,Germany,Slovakia,6490554.504
29503,2023,Silver,Germany,Viet Nam,1875363.208
29504,2023,Silver,Germany,Slovenia,2423670.091
29505,2023,Silver,Germany,South Africa,1231966.442
29506,2023,Silver,Germany,Spain,78587326.725
